(1 Соціальна Аптека),"('30А', 'Gnata Khotkevycha St')",49.7978727,24.0461343
(1 Соціальна Аптека),"('104', 'Liubinska St')",49.821391,23.9698004
(1 Соціальна Аптека),"('17', 'Symona Petliury St')",49.8221901,23.9800719
(1 Соціальна Аптека),"('9', 'Ivan Mykolaichuk St')",49.8741774,24.039617
(1 Соціальна Аптека),"('48', 'Naukova St')",49.80682119999999,23.9958604
(1 Соціальна Аптека),"('1', 'Stryiska St')",49.8290961,24.0321099
(1 Соціальна Аптека),"('Рукавичка', '43-а')",49.853964,24.022696
(1 Соціальна Аптека),"('104', 'Liubinska St')",49.821391,23.9698004
(1 Соціальна Аптека),"('2', 'Ivana Kavaleridze St')",49.793658,24.0642266
(Liki24.com),"('Lviv', ""L'vivs'ka city council"")",49.839683,24.029717
(а+ аптека),"('58', 'Volodymyra Velykoho St')",49.8123291,23.9869279
(Аптека 24),"('Miskevycha Square', 'Halytskyi District')",49.8396575,24.0298635
(Аптека 24),"('38', 'Zubrivska St')",49.79516290000001,24.0590197
(Аптека 24),"('5', 'Knyazya Mstyslava Udatnoho St')",49.8465102,24.0261749
(Аптека 911),"('64', 'Chervonoyi Kalyny Ave')",49.7915589,24.0572102
(Аптека 911),"('10', 'Ivana Velychkovskoho St')",49.8777187,23.9344866
(Аптека 911),"('70', 'Pasichna St')",49.8258473,24.072986
(Аптека D.S.),"('100 К', ""Knyahyni Ol'hy St"")",49.8162714,24.0018259
(Аптека D.S.),"('11A', '11А')",49.8386669,24.049124
(Аптека D.S.),"('3', 'Kulparkivska St')",49.83411,23.9910331
(Аптека D.S.),"('214', ""Bohdana Khmel'nyts'koho St"")",49.869625,24.0577142
(Аптека D.S.),"('33', 'Svobody Ave')",49.8426388,24.0260414
(Аптека D.S.),"('1', ""Bohdana Khmel'nyts'koho St"")",49.8455243,24.0290218
(Аптека D.S.),"('1', 'Drahana St')",49.7846659,24.0584048
(Аптека D.S.),"('11', 'Bazarna St')",49.8463754,24.0166063
(Аптека D.S.),"('9', 'Kyivska St')",49.8327209,24.0102064
(Аптека D.S.),"('10', 'Ivana Ohiienka St')",49.8413421,24.0191103
(Аптека D.S.),"('71', 'Stepana Bandery St')",49.8346485,24.0068321
(Аптека D.S.),"('1', 'Stara St')",49.8449931,24.0271941
(Аптека D.S.),"('10A', '10А')",49.8062851,24.0035147
(Аптека D.S.),"('11A', '11А')",49.8386669,24.049124
(Аптека D.S.),"('67 а', 'Viacheslava Chornovola Ave')",49.859634,24.0180681
(Аптека D.S.),"('4', 'Patona St')",49.8231312,23.9572649
(Аптека D.S.),"('26', 'Ivana Franka St')",49.8346242,24.034249
(Аптека D.S.),"('12', 'Sykhivska St')",49.7960599,24.0637096
(Аптека D.S.),"('5', 'Hrinchenka St')",49.87080650000001,24.0530183
(Аптека D.S.),"('300', 'Horodotska St')",49.823491,23.9160737
(Аптека D.S.),"('3', 'Horodotska St')",49.8440835,24.0251589
(Аптека D.S.),"('181', 'Horodotska St')",49.8350592,23.9941448
(Аптека D.S.),"('177', 'Horodotska St')",49.8353779,23.9958797
(Аптека D.S.),"('123', 'Horodotska St')",49.8376243,24.0060203
(Аптека D.S.),"('36', 'Shchyretska St')",49.8111798,23.9747983
(Аптека D.S.),"('55', 'Lychakivska St')",49.8405765,24.0480567
(Аптека D.S.),"('19', 'Halytska St')",49.8399292,24.0319089
(Аптека D.S.),"('9А', ""Haidamats'ka St"")",49.852459,24.0279967
(Аптека D.S.),"('100', 'вул. Виговського І.')",49.8124816,23.9773945
(Аптека D.S.),"('73', 'Zelena St')",49.83020339999999,24.0444263
(Аптека D.S.),"('26', 'Fedkovycha St')",49.8349489,24.0019876
(Аптека D.S.),"('87', 'Shyroka St')",49.841792,23.9623692
(Аптека D.S.),"('9', 'Mykhaila Maksymovycha St')",49.794252,24.0221364
(Аптека D.S.),"('2', 'Muchna St')",49.837401,24.0609484
(Аптека D.S.),"('4', 'Akademika Andriya Sakharova St')",49.8321519,24.0173333
(Аптека D.S.),"('2', ""Slovats'koho St"")",49.837595,24.0243973
(Аптека D.S.),"('103', 'Stryiska St')",49.7873135,24.0187733
(Аптека D.S.),"('107', 'Stryiska St')",49.7880695,24.0177418
(Аптека D.S.),"('59', 'Stryiska St')",49.7972633,24.0182159
(Аптека D.S.),"('8', 'Uhorska St')",49.812966,24.0376405
(Аптека D.S.),"('17', 'Shevchenka St')",49.8449254,24.0090919
(Аптека D.S.),"('45', 'Shevchenka St')",49.8463722,24.0038755
(Аптека D.S.),"('30', 'Shpytalna St')",49.8453326,24.0206307
(Аптека D.S.),"('55', 'Pasichna St')",49.827006,24.0730108
(Аптека D.S.),"('26', 'Lychakivska St')",49.839476,24.04287
(Аптека D.S.),"('2', ""Kropyvnyts'koho Square"")",49.8373068,24.0056324
(Аптека D.S.),"('114', ""Knyahyni Ol'hy St"")",49.8071942,23.9982149
(Аптека D.S.),"('33', 'Pekarska St')",49.8377043,24.0422229
(Аптека D.S.),"('15', 'Hetmana Mazepy St')",49.8718628,24.0336453
(Аптека D.S.),"('1', 'Soborna Square')",49.8394667,24.0332418
(Аптека D.S.),"('36', 'Chervonoyi Kalyny Ave')",49.79888889999999,24.046667
