Пункт незламності,"('11', 'Hetmana Mazepy St')",49.8709157,24.0325018
Пункт незламності,"('11', 'Lypynskoho St')",49.8580637,24.0226111
Пункт незламності,"('3а', 'Kyrylivska St')",49.8519747,23.9913003
Пункт незламності,"('350д', 'Shevchenka St')",49.8686458,23.9513901
Пункт незламності,"('58', 'Ivana Velychkovskoho St')",49.8783523,23.932365
Пункт незламності,"('1', 'Kushevycha St')",49.8513149,24.0255355
Пункт незламності,"('49б', 'Pasichna St')",49.8286289,24.0725091
Пункт незламності,"('67', 'Kostia Levytskoho St')",49.83228,24.0444347
Пункт незламності,"('66', 'Chervonoyi Kalyny Ave')",49.7907518,24.0572197
Пункт незламності,"('38', 'Chervonoyi Kalyny Ave')",49.7979612,24.0468874
Пункт незламності,"('81', 'Chervonoyi Kalyny Ave')",49.795281,24.0577201
Пункт незламності,"('79', 'Stryiska St')",49.789313,24.016556
Пункт незламності,"('18', 'Volodymyra Velykoho St')",49.8106242,24.002759
Пункт незламності,"('85', 'Henerala Chuprynky St')",49.827062,24.0050931
Пункт незламності,"('10', 'Vulytsya Ayvazovsʹkoho')",49.8130532,23.9983711
Пункт незламності,"('Levandivsʹkyy Park', '20')",49.8455437,23.9780341
Пункт незламності,"('34', 'вул. Виговського І.')",49.82467889999999,23.9668812
Пункт незламності,"('86б', 'Shyroka St')",49.84246049999999,23.9619293
Пункт незламності,"('36', 'Horodotska St')",49.8419829,24.0162889
Пункт незламності,"('ulica Lista', 'Halytskyi District')",49.8384171,24.0279748
Пункт незламності,"('15', 'Serbska St')",49.840188,24.033625
